time,amplitude
0.0,-1.0
0.002777777777777778,-1.0
0.005555555555555556,-1.0
0.008333333333333333,-1.0
0.011111111111111112,-1.0
0.013888888888888888,-1.0
0.016666666666666666,-1.0
0.019444444444444445,-0.985
0.022222222222222223,-0.97
0.025,-0.97
0.027777777777777776,-0.97
0.030555555555555555,-0.97
0.03333333333333333,-0.98
0.03611111111111111,-0.975
0.03888888888888889,-0.975
0.041666666666666664,-0.985
0.044444444444444446,-0.98
0.04722222222222222,-0.97
0.05,-0.975
0.05277777777777778,-0.955
0.05555555555555555,-0.945
0.058333333333333334,-0.95
0.06111111111111111,-0.965
0.06388888888888888,-0.95
0.06666666666666667,-0.955
0.06944444444444445,-0.96
0.07222222222222222,-0.96
0.075,-0.965
0.07777777777777778,-0.97
0.08055555555555556,-0.965
0.08333333333333333,-0.95
0.08611111111111111,-0.95
0.08888888888888889,-0.925
0.09166666666666666,-0.93
0.09444444444444444,-0.94
0.09722222222222222,-0.935
0.1,-0.94
0.10277777777777777,-0.95
0.10555555555555556,-0.965
0.10833333333333334,-0.96
0.1111111111111111,-0.95
0.11388888888888889,-0.955
0.11666666666666667,-0.94
0.11944444444444445,-0.945
0.12222222222222222,-0.925
0.125,-0.925
0.12777777777777777,-0.93
0.13055555555555556,-0.93
0.13333333333333333,-0.935
0.1361111111111111,-0.945
0.1388888888888889,-0.95
0.14166666666666666,-0.95
0.14444444444444443,-0.945
0.14722222222222223,-0.94
0.15,-0.935
0.1527777777777778,-0.92
0.15555555555555556,-0.92
0.15833333333333333,-0.92
0.16111111111111112,-0.915
0.1638888888888889,-0.915
0.16666666666666666,-0.92
0.16944444444444445,-0.92
0.17222222222222222,-0.93
0.175,-0.93
0.17777777777777778,-0.95
0.18055555555555555,-0.955
0.18333333333333332,-0.93
0.18611111111111112,-0.915
0.18888888888888888,-0.905
0.19166666666666668,-0.9
0.19444444444444445,-0.91
0.19722222222222222,-0.92
0.2,-0.925
0.20277777777777778,-0.925
0.20555555555555555,-0.925
0.20833333333333334,-0.92
0.2111111111111111,-0.93
0.21388888888888888,-0.935
0.21666666666666667,-0.92
0.21944444444444444,-0.905
0.2222222222222222,-0.905
0.225,-0.895
0.22777777777777777,-0.9
0.23055555555555557,-0.905
0.23333333333333334,-0.915
0.2361111111111111,-0.92
0.2388888888888889,-0.91
0.24166666666666667,-0.92
0.24444444444444444,-0.925
0.24722222222222223,-0.91
0.25,-0.915
0.25277777777777777,-0.9
0.25555555555555554,-0.895
0.25833333333333336,-0.9
0.2611111111111111,-0.9
0.2638888888888889,-0.905
0.26666666666666666,-0.91
0.26944444444444443,-0.91
0.2722222222222222,-0.92
0.275,-0.92
0.2777777777777778,-0.92
0.28055555555555556,-0.92
0.2833333333333333,-0.91
0.2861111111111111,-0.92
0.28888888888888886,-0.9
0.2916666666666667,-0.895
0.29444444444444445,-0.9
0.2972222222222222,-0.905
0.3,-0.915
0.30277777777777776,-0.91
0.3055555555555556,-0.92
0.30833333333333335,-0.925
0.3111111111111111,-0.935
0.3138888888888889,-0.91
0.31666666666666665,-0.905
0.3194444444444444,-0.905
0.32222222222222224,-0.895
0.325,-0.895
0.3277777777777778,-0.895
0.33055555555555555,-0.9
0.3333333333333333,-0.91
0.33611111111111114,-0.905
0.3388888888888889,-0.915
0.3416666666666667,-0.92
0.34444444444444444,-0.915
0.3472222222222222,-0.91
0.35,-0.92
0.3527777777777778,-0.9
0.35555555555555557,-0.89
0.35833333333333334,-0.895
0.3611111111111111,-0.895
0.3638888888888889,-0.895
0.36666666666666664,-0.905
0.36944444444444446,-0.91
0.37222222222222223,-0.915
0.375,-0.91
0.37777777777777777,-0.915
0.38055555555555554,-0.92
0.38333333333333336,-0.9
0.3861111111111111,-0.9
0.3888888888888889,-0.895
0.39166666666666666,-0.885
0.39444444444444443,-0.895
0.3972222222222222,-0.9
0.4,-0.9
0.4027777777777778,-0.905
0.40555555555555556,-0.915
0.4083333333333333,-0.92
0.4111111111111111,-0.92
0.41388888888888886,-0.91
0.4166666666666667,-0.905
0.41944444444444445,-0.9
0.4222222222222222,-0.895
0.425,-0.885
0.42777777777777776,-0.89
0.4305555555555556,-0.885
0.43333333333333335,-0.885
0.4361111111111111,-0.89
0.4388888888888889,-0.9
0.44166666666666665,-0.89
0.4444444444444444,-0.895
0.44722222222222224,-0.885
0.45,-0.87
0.4527777777777778,-0.88
0.45555555555555555,-0.865
0.4583333333333333,-0.87
0.46111111111111114,-0.87
0.4638888888888889,-0.87
0.4666666666666667,-0.865
0.46944444444444444,-0.86
0.4722222222222222,-0.85
0.475,-0.85
0.4777777777777778,-0.835
0.48055555555555557,-0.82
0.48333333333333334,-0.82
0.4861111111111111,-0.81
0.4888888888888889,-0.81
0.49166666666666664,-0.815
0.49444444444444446,-0.83
0.49722222222222223,-0.835
0.5,-0.85
0.5027777777777778,-0.865
0.5055555555555555,-0.865
0.5083333333333333,-0.87
0.5111111111111111,-0.87
0.5138888888888888,-0.865
0.5166666666666667,-0.87
0.5194444444444445,-0.86
0.5222222222222223,-0.845
0.525,-0.83
0.5277777777777778,-0.82
0.5305555555555556,-0.815
0.5333333333333333,-0.815
0.5361111111111111,-0.82
0.5388888888888889,-0.825
0.5416666666666666,-0.84
0.5444444444444444,-0.845
0.5472222222222223,-0.855
0.55,-0.875
0.5527777777777778,-0.88
0.5555555555555556,-0.88
0.5583333333333333,-0.895
0.5611111111111111,-0.91
0.5638888888888889,-0.92
0.5666666666666667,-0.93
0.5694444444444444,-0.935
0.5722222222222222,-0.925
0.575,-0.925
0.5777777777777777,-0.93
0.5805555555555556,-0.92
0.5833333333333334,-0.91
0.5861111111111111,-0.91
0.5888888888888889,-0.905
0.5916666666666667,-0.91
0.5944444444444444,-0.935
0.5972222222222222,-0.935
0.6,-0.935
0.6027777777777777,-0.915
0.6055555555555555,-0.85
0.6083333333333333,-0.75
0.6111111111111112,-0.655
0.6138888888888889,-0.57
0.6166666666666667,-0.5
0.6194444444444445,-0.465
0.6222222222222222,-0.445
0.625,-0.495
0.6277777777777778,-0.61
0.6305555555555555,-0.75
0.6333333333333333,-0.92
0.6361111111111111,-1.015
0.6388888888888888,-1.015
0.6416666666666667,-0.91
0.6444444444444445,-0.72
0.6472222222222223,-0.475
0.65,-0.21
0.6527777777777778,0.035
0.6555555555555556,0.26
0.6583333333333333,0.49
0.6611111111111111,0.69
0.6638888888888889,0.88
0.6666666666666666,1.025
0.6694444444444444,1.13
0.6722222222222223,1.19
0.675,1.195
0.6777777777777778,1.165
0.6805555555555556,1.085
0.6833333333333333,0.97
0.6861111111111111,0.815
0.6888888888888889,0.635
0.6916666666666667,0.425
0.6944444444444444,0.215
0.6972222222222222,0.0
0.7,-0.215
0.7027777777777777,-0.43
0.7055555555555556,-0.645
0.7083333333333334,-0.835
0.7111111111111111,-0.98
0.7138888888888889,-1.07
0.7166666666666667,-1.125
0.7194444444444444,-1.14
0.7222222222222222,-1.13
0.725,-1.12
0.7277777777777777,-1.095
0.7305555555555555,-1.08
0.7333333333333333,-1.085
0.7361111111111112,-1.07
0.7388888888888889,-1.07
0.7416666666666667,-1.06
0.7444444444444445,-1.045
0.7472222222222222,-1.035
0.75,-1.02
0.7527777777777778,-1.015
0.7555555555555555,-1.0
0.7583333333333333,-1.0
0.7611111111111111,-1.005
0.7638888888888888,-1.02
0.7666666666666667,-1.025
0.7694444444444445,-1.04
0.7722222222222223,-1.04
0.775,-1.05
0.7777777777777778,-1.045
0.7805555555555556,-1.04
0.7833333333333333,-1.03
0.7861111111111111,-1.025
0.7888888888888889,-1.015
0.7916666666666666,-1.01
0.7944444444444444,-1.025
0.7972222222222223,-1.025
0.8,-1.035
0.8027777777777778,-1.045
0.8055555555555556,-1.04
0.8083333333333333,-1.045
0.8111111111111111,-1.04
0.8138888888888889,-1.04
0.8166666666666667,-1.025
0.8194444444444444,-1.02
0.8222222222222222,-1.015
0.825,-1.02
0.8277777777777777,-1.02
0.8305555555555556,-1.035
0.8333333333333334,-1.045
0.8361111111111111,-1.05
0.8388888888888889,-1.06
0.8416666666666667,-1.06
0.8444444444444444,-1.06
0.8472222222222222,-1.055
0.85,-1.06
0.8527777777777777,-1.045
0.8555555555555555,-1.05
0.8583333333333333,-1.055
0.8611111111111112,-1.055
0.8638888888888889,-1.07
0.8666666666666667,-1.075
0.8694444444444445,-1.075
0.8722222222222222,-1.08
0.875,-1.09
0.8777777777777778,-1.09
0.8805555555555555,-1.085
0.8833333333333333,-1.09
0.8861111111111111,-1.08
0.8888888888888888,-1.085
0.8916666666666667,-1.08
0.8944444444444445,-1.085
0.8972222222222223,-1.09
0.9,-1.11
0.9027777777777778,-1.125
0.9055555555555556,-1.125
0.9083333333333333,-1.135
0.9111111111111111,-1.15
0.9138888888888889,-1.15
0.9166666666666666,-1.14
0.9194444444444444,-1.14
0.9222222222222223,-1.135
